브랜드,상품명,가격,리뷰수,상품평점,닉네임,리뷰,별점,날짜,맞춤정보,선택옵션,한줄평,스타일최고,구매욕상승,궁금증해소
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,dl**,"배송이 오래 걸렸어여...내가 주문했는지 까먹엇죠...
입어 보고 엄마가 이쁘다고 저기 꺼도 똑같이 블랙으로 구매해 달라고 해서 사이트 다시 들어왓는데 그세품절....그래서 아이보리로 구매 할려구용",4,22.03.28,164cm·52kg·상의 55,검정해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,hj**,하 저 진짜 입자마자 결심했어요 색별로 다 모으기로ㅠㅠㅠ 미쳤어요 진짜 핏 너어무 이쁘고 퀄리티도 너무 괜찮아요 사랑합니다 정말로ㅠ,5,21.12.21,162cm·57kg·상의 55,아이보리해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,du**,"캥거류 후드집업 베이지랑 요거랑 두개다 사봤는데 
핏이나 촉감재질은 캥거루가 좀 더 맘에들어요
요거는 기장이 더 넉넉한게 장점!",5,21.11.18,159cm·55kg·상의 66,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,na**,오 너무 마음에들어요 색감이 상세샷이랑 비슷한데 오묘한 하늘색이라 흔하지않고 좋은거같아요 무채색 인간인데 가끔 포인트로 입을때 좋을거같아요 별 하나는 식초냄새나서 뺏어요ㅠㅠ,4,24.01.30,163cm·44kg·상의 55,진소라해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,sy**,따뜻하고 핏도 넉넉해서 좋아요ㅎㅎㅎ옷에 먼지가 좀 달라붙긴 하는데 한번 세탁하면 괜찮을 것 같아요! 거의 교복처럼 입고 다니는 중ㅎ,5,23.10.29,155cm·75kg·상의 88,진회색해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,qk**,전에 오트밀 구매했다가 너무 잘 입고다녀서 그레이로 재주문했어요. 배송은 확실히 좀 걸렸지만 제품은 만족합니다. 핏이 맘에들어요,5,23.10.23,163cm·62kg·상의 55,메란해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,80**,두께도 구껍고 박시한 핏에 너무 이뻐요 다른색도 사고싶네요 퀄리티가 좋구 따뜻하고 제 키가 170인데 엉덩이 덮어서 좋아오,5,23.10.03,170cm·49kg·상의 66,오트밀해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,박작곡가,크치마 첨 시켜보는데 완전 만족해요! 다른옷들 중에 리뷰 안좋은것들도 좀 보여서 살까말까 고민하다 산건데!! 옷 소개글처럼 옷 하단도 짱짱하고 원단자체도 도톰하고 모자도 큼직하고 좋아요!!,5,22.10.07,152cm·47kg·상의 55,검정해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,yj**,"색은 정말 마음에 들어요! 근데 전체적으로 아방하고 지퍼색 좀 아쉬워요..하지만 편하니까 그냥 입겠숩니다 안에 검정색 입었눈데 털 빠짐이 있었네요…ㅠㅠ
근데 요즘 롱패딩안에 자주 입고 있어요! 돌돌이로 털 안나올 때까지 해보겠슴다..",3,22.01.01,150cm·49kg·상의 44,메란해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,hj**,"배송은 재고부족 때문에 일주일 반~2주정도 소요된 것 같고, 지금 입기엔 춥지만 날씨 풀리면 입기 좋을 것 같고 색깔도 입어보니까 너무너무 예뻐요ㅠㅠ 길이도 밑단쭈리?이용해서 맞출 수 있다해서 구매결정한건데 접으면 진짜 제가 딱 원하던 길이여서 좋아요ㅠㅠ",5,21.12.17,,수박해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,so**,기본후드티 사고싶어서 여기저기 엄청 비교해서 엄선했어요 배송 엄청 오래걸렸지만 별 상관 없었고.. 폭닥하고 아방하긴 한데 그렇게 막 퀄이 좋거나 핏이 대단하거나 그러진 않아요 그냥 무난합니당,4,21.12.13,155cm·46kg·상의 44,검정해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,du**,3주~한달정도로 정말 정말 오래기다렸지만 ..!! 다른 곳에서 샀던 후드집업 중에 제일 이쁩니다..ㅠㅠ 우선 흐물흐물거리는게 아니라 탄탄하고 모자도 왕 크고 제 키가 168인데도 밑으로 다 내리면 엉덩이 덮고 밑단 쭈리가 막 엄청 쪼이는게 아니라 적당히 잡아줘서 귀여워보여요! 그리고 따뜻해요! 기다린 보람이 있는 옷이었네요! 요새 매일 이것만 입고 댕깁니당..,5,21.11.27,169cm·49kg·상의 44,검정해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,wh**,색도 예쁘고 핏도 진짜 예쁜데 3주 넘게 걸렸어요 ... 그래도 예쁘니까.. 담에 나올 이 원단 맨투맨 수량 완전 이렇게 준비해도 되나 싶을 정도로 준비해주세요 사장님...!,4,21.11.21,162cm·61kg·상의 66,살구와인,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,di**,"일단 배송은 거의 한달 가까이 걸렸어요ㅜㅜ중간에 취소할까 말까 고민을 많이 했는데 막상 입어보니 이쁘네용
밑에 시보리가 짱짱해서 넘 좋아용! 기모도 들어있어서 따뜻하네요ㅎㅎ배송만 아니면 다른색도 사고싶어요ㅠ",5,21.11.10,171cm·60kg·상의 55,메란지,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,g_**,"사이즈가 생각보다 더 크네요
처음에 한번 세탁하고 3번 정도 입었는데
입을때마다 네이비색 작은 털뭉치가 옷에도 붙고 바닥에도 떨어지고,,",4,23.12.10,160cm·44kg·상의 44,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면보다 밝아요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,맹구,진짜너무마음에들어요 이번에 색 3개 쟁여놨는데 다른색도 쟁여놓을까 생각중이에요 안에가 보들보들 따뜻해서 휘뚜루마뚜루 꾸안꾸로도 잘 입고다닐거같아요,5,23.12.07,,아이보리해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,wl**,먼지 엄청 잘 붙을 재질ㅜㅜㅋㅋ 그래도 예쁘긴 하네영 근데 약간 오바핏이라 패딩과 잘 어울릴진 모루겠는데 그냥 잘 입을게요 앙아ㅏㅇ아누질닙이을게영ㅋ,5,23.12.06,163cm·70kg·상의 66,검정해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,jo**,"크림치즈마켓은 항상 믿고 구매하는데 이번에 산 후드집업 무슨일이에요 ㅠㅠ 진짜 따숩고 색도 미쳤다 싶어가지고 한개만 산거 후회했어요 ㅠㅠ 더 사려고 들어가보니 이미 품절 ,,,, 여러분 다음에 오픈하면 그냥 컬러별로 사도 될듯해요 ㅎ",5,23.11.22,155cm·50kg·상의 44,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ci**,입었을 때 생각보다 훨씬 크다 느껴져서 잠시 당황스러웠는데 입고 다녀보니까 되게 편하고 색상도 화면과 똑같아서 좋아요! 손목 부분도 짱짱합니다bb,5,23.11.01,155cm·56kg·상의 55,메란해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ku**,"여기 자체제작 상품 몇 개 사봤는데 넘 좋아서 요 후집도 고민없이 산 제품이에요!! 역시는 역시 ,,👍 요건 남자친구 줄려고 샀는데 넘 맘에 들어하더라구요 선물해 준 사람도 뿌듯해지는 옷이네용 ㅎㅎ 다만 남녀공용이긴 한데 남자분들은 엄청 마르거나 170초반대 키라면 잘 맞겠지만 176cm인 제 남친한테는 총길이가 짧은 것 같아요 ,, ㅠ 근데 또 팔길이는 잘 맞더라구요 ! 요런거 감안해도 품질이 좋으니까 넘 맘에든대서 다행이에요🤭",5,23.10.26,150cm·39kg·상의 44,메란해당없음,"사이즈 ""작아요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,kh**,"블랙에 가까운 네이비라 좀 아쉬워요 ㅠㅠ
예쁜 네이비는 아니구요, 기모라 기대했는데 생각보단 얇은 기모인 거 같아여
그리고 남여공용이라 그런지 생각보다 좀 많이 커서 좀 덜 컸으면 더 좋겠네요 ㅠㅠ",3,23.10.17,173cm·53kg·상의 55,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면보다 어두워요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,qk**,"수박색 리뷰는 거의 없어서 걱정했는데
아니 이거 왜 안 사?
딴색보다 백배 천배 이뻐요
진짜 소장 욕구 뿜뿜
딴색도 욕심 나는데 거의 품절이네요 ㅠ",5,23.04.28,160cm·48kg·상의 44,수박해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ju**,정말 아주 하얀색이에요. 그렇다보니 비침이 좀 있습니다... 코트 안에 가볍게 레이어드로 껴입기 좋은거같아요. 그러기엔 박시핏이긴 하지만;;,5,22.12.24,157cm·66kg·상의 77,아이보리해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,kh**,두껍고 보들보들 하고 요즘 잘 입고다니고 있어용! 색깔도 고급스럽고 분위기 있어보여서 좋은 것 같아요 ㅋㅋ 다른 색도 구매하려구요 크롭도 살거에요!!,5,22.11.10,170cm·55kg·상의 55,와인해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,we**,이거 제 교복템임.. 진짜 아무데나 입어요..ㅋㅋㅋ엄청 편하고 따뜻함ㅎㅎㅎ 깔별로 사고싶어요. 지퍼만 조금 부드러우면 좋겠다ㅎㅎ,5,22.11.01,170cm·68kg·상의 77,메란해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,tb**,첨에 딱 받았을때 벨벳재질이라 뭔가? 했는데 생각보다 핏도예쁘고 오히려 고급져보여서 좋았어요! 가격대비 퀄리티가 좋은거같은 ? 만족스럽습니다 ㅎㅎ 색상도예뻐요,5,22.10.29,167cm·50kg·상의 44,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,yu**,"편하게 툭 걸쳐입기 좋아요
길이도 적당하고 두툼해서 지금 날씨에 딱이에요
밴딩 부분도 탄탄해요
박시하게 입는 편인데 핏감 대박,,
아주 좋은 퀄리티입니도 ㅎㅎ",5,22.10.28,160cm·53kg·상의 55,파랑해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,pj**,151/47 인데 크지만 지퍼 잠구고 밴딩으로 올리면 맞아요 팔 기장도 길긴 한데 그래도 좋아요 따뜻하고 퀄리티 좋아요 오래 입을 것 같은 후드집업이에요,5,22.10.19,151cm·49kg·상의 55,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,JY,되게 따뜻하고 핏이 예뻐요 입고 나가면 주위에서도 예쁘다고 해요 근데 새 제품을 바로 입었더니 안쪽 기모부분 털이 이너에 자꾸 묻어서ㅠㅠ 세탁을 한번 하고 입어야 할 것 같습니다,4,22.10.10,162cm·40kg·상의 44,핑크오트밀,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,jw**,다른컬러들보다 얇고 시보리는 더 짱짱해요! 아이보리라 좀 따뜻한 느낌일줄 알았는데 A4종이같은 쌩화이트라 조금 아쉽네용.. 질은 정말 좋아요!,5,22.10.07,165cm·56kg·상의 55,아이보리해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,sr**,180 남자친구 기준에 엄청 여유있는 핏은 아니지만 커플로 입으니까 너무 예뻐요 ! 색감도 색감인데 재질이 정말 푸근하고 모자 큰게 정말 좋은 것 같아요,5,22.09.29,152cm·43kg·상의 44,진회색연회색,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,42**,원래 아방하고 툭 떨어지는 핏을 좋아해서 예뻐요! 핑크색은 화사하고 네이비는 무난해서 각자 다른 스타일로 입을 수 있을것 같아요! 퀄리티도 좋습니당 예쁘게 입을게요~,5,22.09.15,148cm·48kg·상의 55,네이비핑크,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,tn**,"이 색조합으로 샀는데 진짜 너무 예쁩니다
남친이 입자마자 너무 예쁘다고 깔별로 다 쟁여놓자 하네요ㅋㅋ
생각보다 도톰한데 지금 걸치기 딱 좋고 보들부들하고 진짜 존예턍ㅜㅜㅜㅜ",5,22.03.16,161cm·49kg·상의 66,연회색진회색,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ki**,딱 맞는 길이와 품이라 너무 좋은것 같아요. 그래도 퀄리티가 있는것 같아서 만족합니다. 어깨 실밥이 좀 풀려서 왔는데 잘 다듬어서 입으려고요!,4,22.02.14,168cm·72kg·상의 77,메란해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,wj**,"노랑색 너무너무 상큼하구 이뻐서 눌랐어영
사진은 최대한 비슷하게 보정한건데 손이 엄청 빨개용ㅋㅋㅋ색 너무너무 이뻐서 만족중에영
다음에는 살구색이랑 연핑크색도 사야겠어영",5,21.12.09,159cm·48kg·상의 55,노랑해당없음,"사이즈 ""정사이즈예요""퀄리티 ""아주 만족해요""색감 ""화면보다 밝아요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,cm**,"화이트랑 블랙 샀는데 
핏도이쁘고 남친도 이쁘다했어요!!
화이트가 새하얀 하얀색이여서 더 화사해보여요
블랙은 먼지가 묻으면 잘보이는게 아쉬워요",5,21.12.09,159cm·50kg·상의 44,아이보리검정,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ld**,지난 주말에 주문해서 토요일에 받아서 배송은 좀 늦은 것 같아요. 옷은 두꺼워서 괜찮은데 마감이 좀 별로인 것 같아요ㅠ,4,21.11.20,157cm·48kg·상의 55,네이비해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,si**,색깔 너무 예뻐요! 남자친구랑 커플로 입으려고 구매했어요 근데 배송이 너무너무너무 늦어서 별점 하나 빼요 감사합니다,4,21.11.19,168cm·53kg·상의 55,네이비와인,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,im**,색상은 다른 후기에서 보듯이 연회색보단 연회색에 민트?푸른 색 한방울 느낌이에여. 사진으로 색이 안담기네요 ㅜ 옷 재질도 좋고 핏도 예뻐요. 색만 살짝 아쉬워료,4,21.11.17,,연회색해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면보다 어두워요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,sj**,지이잉이ㅣㅇㄴ쩌 배송오래걸렸는데 옷 받고 너무 예뻐서 사르르.. 색은 화면이랑 똑같이 맑은노랑이구 사진보다 더 도톰하고 커요 허벅지반정도 가려욤,5,21.11.13,156cm·49kg·상의 55,노랑해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ha**,주문하고 입고지연 두번이나 되서 딱 3주만에 받게됬는데 중간에 취소안하길 잘했단 생각이 드네요! 후드가 커서 무겁긴한데 커서 더 예쁜거같아욯 색별로 쟁여두려고 왔습니당:),5,21.11.11,164cm·49kg·상의 44,메란해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,1,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,ky**,"좋은데 맨날 살때마다 한참뒤에야 지연문자오고 2번이나 지연되고 ㅠㅠ 수량 넉넉히 준비하시는게 좋을듯,,, 퀄은 좋아용 근데 밑에 시보리가 다른 색상에 비해 짱짱함이 덜한것 같아요~~",4,21.11.07,162cm·52kg·상의 55,네이비해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,10**,솔직히 색감은 기대 안 했는데 화면 색상 그대로 왔어요 대박 질도 진짜 좋아요 핏은 아방하게 입을 수 있어서 짱 좋네요...색깔별로 다 사고 싶어요....🤤,5,21.11.01,162cm·65kg·상의 66,연회색해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면과 비슷해요""",0,2,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,gu**,"안에 아무거나 입고 이거만 툭 걸쳐도 외출복 
완성이에요 다만 두께감이 좀 있다보니 겉에
패딩입을 때 좀 힘들어요 그래도 이뻐오",5,24.01.06,161cm·57kg·상의 66,네이비해당없음,"사이즈 ""정사이즈예요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,tn**,핏도 적당히 크고 아방해서 귀여워용 손이 자주가는 옷이라 매일 입는 것 같아요 너무 이쁘고 맘에 들어용 이뻐여이뻐엦눋ㄱㄷ,5,23.11.01,165cm·51kg·상의 55,오트밀해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,to**,예뻐용 따뜻해요 도톰해요 근데 완전겨울엔 점 추울거같아영 품이커서 바람이 많이들어와용 하의가 상의보다 조금 어두운거가타영,5,23.10.29,173cm·60kg·상의 66,오트밀해당없음,"사이즈 ""생각보다 커요""퀄리티 ""아주 만족해요""색감 ""화면보다 어두워요""",0,0,0
크림치즈마켓,"[추천!/인생핏후집✨/검정컬러 당일출고!] 자체제작 크치Made #남녀공용 꿈에 나온 핏, 양기모 후드집업 ; 18컬러","36,900원","1,048",4.7,hc**,진짜 중학생때 엄청 찾던 후드집업 핏이에요 ㅋㅋㅋ 예쁩니다 교복에 젤 잘 어울리고 노란끼 없는 완전 화이트라서 더 마음에 들어요 ,4,23.09.27,162cm·47kg·상의 44,아이보리해당없음,"사이즈 ""생각보다 커요""퀄리티 ""보통이에요""색감 ""화면과 비슷해요""",0,0,0
